iter	RMSE
713	0.1729938843
714	0.1727484139
715	0.1724867739
716	0.1722699588
717	0.1722414305
718	0.1719470668
719	0.1716484885
720	0.1713947607
721	0.1712004021
722	0.1711786827
723	0.1710501216
724	0.1706846201
725	0.1705771289
726	0.1703017745
727	0.1701145841
728	0.1699234447
729	0.1699112283
730	0.1696294196
731	0.1694388187
732	0.1692792847
733	0.1691064528
734	0.1688134924
735	0.1685760019
736	0.1682172451
737	0.1680093463
738	0.1679912718
739	0.1676824568
740	0.1676675903
741	0.1675350582
742	0.1673575478
743	0.1671148679
744	0.1668994759
745	0.1666768755
746	0.1666553034
747	0.1664174057
748	0.1662318018
749	0.1659288658
750	0.1659134177
751	0.1656499967
752	0.1654789719
753	0.1651858061
754	0.1649337587
755	0.1647067286
756	0.1644936187
757	0.164484286
758	0.1642711281
759	0.1640275529
760	0.1637232904
761	0.1637044869
762	0.1634386261
763	0.1633178651
764	0.1630753061
765	0.1629275511
766	0.1628158941
767	0.1626101783
768	0.1624807236
769	0.162416399
770	0.1622072496
771	0.1621024176
772	0.1618253408
773	0.1618132991
774	0.1617316141
775	0.161703346
776	0.1616182828
777	0.1614689865
778	0.1613308249
779	0.1612335449
780	0.1610561807
781	0.1610234284
782	0.1608254201
783	0.1605359097
784	0.1603154505
785	0.1600913317
786	0.1597838621
787	0.1594412573
788	0.1592650708
789	0.1590560168
790	0.1589036624
791	0.1586551238
792	0.1586403379
793	0.1584718266
794	0.1582052712
795	0.1579031961
796	0.1577311332
797	0.1574764133
798	0.157375015
799	0.1571080281
800	0.1568458446
801	0.1568183778
802	0.1565338543
803	0.1561743152
804	0.1558821822
805	0.1556880647
806	0.1556173367
807	0.1556002826
808	0.1554112251
809	0.1554015592
810	0.1552427713
811	0.1552138268
812	0.1550381095
813	0.1548262579
814	0.1545274652
815	0.1543816161
816	0.1541416773
817	0.1538895114
818	0.1537225242
819	0.1535409998
820	0.153318425
821	0.153053985
822	0.1529436093
823	0.1526658306
824	0.1524803047
825	0.1524712009
826	0.1523234728
827	0.1520572548
828	0.1519986628
829	0.1517869652
830	0.1516412711
831	0.1514483275
832	0.1512652801
833	0.1510836261
834	0.1507479265
835	0.1505246946
836	0.1503297832
837	0.1501975914
838	0.1500878787
839	0.1500788818
840	0.1499439253
841	0.1499368763
842	0.1498798457
843	0.1496334007
844	0.1495347952
845	0.1492974638
846	0.1491420013
847	0.1490220435
848	0.1488162692
849	0.1487473434
850	0.1485598559
851	0.1483164843
852	0.1482349859
853	0.1481784598
854	0.1479892066
855	0.147700423
856	0.1475226864
857	0.1474583536
858	0.1474451741
859	0.1472213636
860	0.1470951552
861	0.1469283915
862	0.146857929
863	0.1465693662
864	0.1465359903
865	0.1463835541
866	0.1462852955
867	0.1461077252
868	0.1460813106
869	0.1458010215
870	0.1455497466
871	0.1454112371
872	0.1454018776
873	0.1452536987
874	0.1451176786
875	0.1450062329
876	0.1447826206
877	0.1445627983
878	0.1443916724
879	0.1442731706
880	0.1442437172
881	0.1442324842
882	0.1441285203
883	0.1440086219
884	0.1439825155
885	0.1437422515
886	0.1436025264
887	0.1433843182
888	0.1431994407
889	0.1429624324
890	0.1428489733
891	0.1425644955
892	0.1424437489
893	0.1422716145
894	0.1419913146
895	0.1417302746
896	0.1414846072
897	0.1414575369
898	0.1413839886
899	0.1412773131
900	0.1410850487
901	0.1408215148
902	0.1406764249
903	0.1403756054
904	0.140330422
905	0.1401712919
906	0.1399884939
907	0.1396624702
908	0.1394686355
909	0.1393250965
910	0.1392709833
911	0.1391308219
912	0.1389455172
913	0.1387928668
914	0.1387504514
915	0.1385682762
916	0.1385632992
917	0.1384321662
918	0.1383298881
919	0.1382154463
920	0.1379052364
921	0.1376871407
922	0.1375524585
923	0.1374807325
924	0.137291219
925	0.1370587454
926	0.1369331985
927	0.1368283382
928	0.1367497905
929	0.1365741014
930	0.1364343182
931	0.1363542026
932	0.1362563013
933	0.1361570431
934	0.1361107532
935	0.1358879988
936	0.1356505081
937	0.1354021447
938	0.1350808785
939	0.1348712154
940	0.1347581925
941	0.1346897375
942	0.1344952589
943	0.1344474676
944	0.1342463233
945	0.1341788496
946	0.1340524494
947	0.1338672954
948	0.1336549164
949	0.133639134
950	0.1334348513
951	0.1332511297
952	0.1331506268
953	0.1330907851
954	0.133083613
955	0.133028748
956	0.1328145954
957	0.1326264799
958	0.1324513475
959	0.1323349858
960	0.1322924284
961	0.1320978269
962	0.1320859536
963	0.132019407
964	0.1317939349
965	0.1317109875
966	0.1316848116
967	0.1315865888
968	0.1314127786
969	0.1312759035
970	0.1311004509
971	0.130942607
972	0.1309081645
973	0.1306962335
974	0.1305137355
975	0.1304919227
976	0.1303336069
977	0.13007336
978	0.1299673757
979	0.1299213359
980	0.129802006
981	0.1296103297
982	0.1293652827
983	0.1292245772
984	0.1290185029
985	0.1288168792
986	0.1287226014
987	0.128532008
988	0.1284018867
989	0.1283819845
990	0.1283680504
991	0.1282690641
992	0.1280595023
993	0.1280520525
994	0.1278372547
995	0.127819448
996	0.1276993607
997	0.1275298647
998	0.1273490189
999	0.127249573
